Run Fondo;Nombre Fondo;FFM_6020100;FFM_6020200;FFM_6020300;FFM_6020400;FFM_6020500;FFM_6020600;FFM_6020700;FFM_6020800;FFM_6020900;FFM_6021000;FFM_tir_6021111;FFM_par_6021111;FFM_rel_6021111;FFM_6021112;FFM_6021113;FFM_6021114;FFM_6021200;FFM_6021300;FFM_6021400;FFM_6021511;FFM_6021512;FFM_6021513
8032;TARGET;EWG;ISHARE MSCI GERMANY ETF;US;ETFA;;1;NA;GRUPO 99;35887;PROM;;;19089.14;3;0;NA;685052;PROM;US;0;.403;1.932
8032;TARGET;EWP;ISHARE MSCI SPAIN CAPPED ETF;US;ETFA;;1;NA;GRUPO 99;13271;PROM;;;20191.33;3;0;NA;267959;PROM;US;0;0;.756
8032;TARGET;EWQ;ISHARES MSCI FRANCE ETF;US;ETFA;;1;NA;GRUPO 99;26565;PROM;;;17601.84;3;0;NA;467593;PROM;US;0;.312;1.318
8032;TARGET;EWZ;ISHARE MSCI BRAZIL CAPPED ETF;US;ETFA;;1;NA;NA;23053;PROM;;;24872.32;3;0;NA;573382;PROM;US;0;0;1.617
8032;TARGET;EEM;ISHARES MSCI EMERGING MARKETS;US;ETFA;;1;NA;GRUPO 99;17695;PROM;;;26153.78;3;0;NA;462791;PROM;US;0;0;1.305
8032;TARGET;EUFN;ISHARES MSCI EUROPE FINANCIA;US;ETFA;;1;NA;NA;26147;PROM;;;13491.87;3;0;NA;352772;PROM;US;0;0;.995
8032;TARGET;GXG;GLOBAL X FTSE COLOMBIA 20 ETF;US;ETFA;;1;NA;GRUPO 99;26096;PROM;;;6301.08;3;0;NA;164433;PROM;US;0;0;.464
8032;TARGET;ILF;ISHARES LATAM AMERICA 40 ETF;US;ETFA;;1;NA;GRUPO 99;20853;PROM;;;21054.49;3;0;NA;439049;PROM;US;0;0;1.238
8032;TARGET;ISH2;ISHARES RUSSELL 2000 ETF;US;ETFA;;1;NA;NA;9618;PROM;;;91282.6;3;0;NA;877956;PROM;US;0;0;2.476
8032;TARGET;RSX;VANECK VECTOR RUSSIA ETF;US;ETFA;;1;NA;GRUPO 99;46499;PROM;;;13724.26;3;0;NA;638164;PROM;US;0;.425;1.799
8032;TARGET;SPY;SPDR TRUST SERIES I;US;ETFA;;1;NA;NA;14164;PROM;;;156524.29;3;0;NA;2217010;PROM;US;0;0;6.251
8032;TARGET;VCR;VANGUARD CONSUMER DISCRET;US;ETFA;;1;NA;NA;7189;PROM;;;91939.93;3;0;NA;660956;PROM;US;0;0;1.864
8032;TARGET;VFH;VANGUARD FINANCIALS ETF;US;ETFA;;1;NA;GRUPO 99;12351;PROM;;;40150.27;3;0;NA;495896;PROM;US;0;0;1.398
8032;TARGET;VGK;VANGUARD FTSE EUROPE ETF;US;ETFA;;1;NA;GRUPO 99;22390;PROM;;;34240.93;3;0;NA;766654;PROM;US;0;0;2.162
8032;TARGET;GAMSCOU ID;GAM STAR CREDIT OPPORTUNITIES;GB;CFME;;1;NA;NA;99540.36;PROM;;;10361.05;3;0;NA;1031343;PROM;GB;0;0;2.908
8032;TARGET;INLACIA LX;INVESTEC LATIN AMERICA CORP;LU;CFME;;1;NA;NA;15374.08;PROM;;;18206.06;3;0;NA;279901;PROM;LU;0;0;.789
8032;TARGET;JBLEMBC LX;JULIUS BAER MULTIBOND;LU;CFME;;1;NA;NA;338.7;PROM;;;213417.36;3;0;NA;72284;PROM;LU;0;0;.204
8032;TARGET;JPECCAU LX;JP MORGAN FUNDS-EME MKTS;LU;CFME;;1;NA;NA;4943.83;PROM;;;96906.4;3;0;NA;479089;PROM;LU;0;0;1.351
8032;TARGET;JPJECAJ LX;JPMORGAN FUNDS - JAPAN EQUITY;LU;CFME;;1;NA;NA;2326.64;YY;;;62017.34;3;0;NA;144292;YY;LU;0;0;.407
8032;TARGET;MERDUD2 LX;BLACKROCK GLOBAL FUNDS - ASIAN;LU;CFME;;1;NA;NA;49556.93;ECU;;;26366.25;3;0;NA;1306630;ECU;LU;0;0;3.684
8032;TARGET;PBIINEY ID;PINEBRIDGE GLOBAL FUNDS PB IN;IN;CFME;;1;NA;NA;427.72;PROM;;;302894.64;3;0;NA;129554;PROM;IN;0;0;.365
8032;TARGET;RGHYBID LX;ROBECO HIGH YIELD BONDS FUND;LU;CFME;;1;NA;NA;3883.05;PROM;;;171682.6;3;0;NA;666652;PROM;LU;0;0;1.88
8032;TARGET;SCHECAC LX;SCHRODER ASIAN FUND;LU;CFME;;1;NA;GRUPO 90 HOHNECK;22331.53;PROM;;;23136.9;3;0;NA;516682;PROM;LU;0;.53;1.457
