Run Fondo;Nombre Fondo;FFM_6040111;FFM_6040112;FFM_6040113;FFM_6040114;FFM_6040115;FFM_6040116;FFM_6040200;FFM_6040300;FFM_6040400;FFM_6040500;FFM_6040600
8032;TARGET;PROM;FORWARD;PROM;25/09/2017;$$;CL;V;680000;676.88;460278;427992
8032;TARGET;PROM;FORWARD;PROM;03/10/2017;$$;CL;V;690000;673.11;464446;434390
8032;TARGET;PROM;FORWARD;PROM;12/12/2017;$$;CL;V;360000;666.21;239836;227120
8032;TARGET;PROM;FORWARD;PROM;21/12/2017;$$;CL;V;5200000;659.21;3427892;3281512
8032;TARGET;PROM;FORWARD;PROM;26/09/2017;$$;CL;V;680000;638.64;434275;428006
8032;TARGET;PROM;FORWARD;PROM;05/12/2017;$$;CL;V;680000;669.05;454954;428910
8048;CHECK;UF;FORWARD;$$;13/09/2017;$$;CL;V;40000;26809.33;1072373;1064232
8048;CHECK;UF;FORWARD;$$;01/09/2017;$$;CL;V;50000;26719;1335950;1330205
8048;CHECK;UF;FORWARD;$$;17/11/2017;$$;CL;V;20000;26800.8;536016;532116
8048;CHECK;UF;FORWARD;$$;13/09/2017;$$;CL;V;75000;26735.19;2005139;1995436
8048;CHECK;UF;FORWARD;$$;13/11/2017;$$;CL;V;40000;26712.28;1068491;1064232
8048;CHECK;UF;FORWARD;$$;29/09/2017;$$;CL;V;50000;26581.8;1329090;1330291
8048;CHECK;UF;FORWARD;$$;31/10/2017;$$;CL;V;143000;26613.12;3805676;3804631
8048;CHECK;UF;FORWARD;$$;01/02/2018;$$;CL;V;30000;26606;798180;798174
8055;FIRST;UF;FORWARD;$$;09/11/2017;$$;CL;V;300000;27026;8107800;8038566
8055;FIRST;UF;FORWARD;$$;16/03/2018;$$;CL;V;400000;27160;10864000;10773692
8055;FIRST;UF;FORWARD;$$;08/06/2018;$$;CL;V;200000;27301;5460200;5431851
8055;FIRST;UF;FORWARD;$$;09/05/2018;$$;CL;V;50000;27143;1357150;1354846
8055;FIRST;UF;FORWARD;$$;09/05/2018;$$;CL;V;50000;27140;1357000;1354843
8055;FIRST;UF;FORWARD;$$;08/06/2018;$$;CL;V;50000;27203;1360150;1357853
8055;FIRST;UF;FORWARD;$$;08/06/2018;$$;CL;V;50000;27202;1360100;1357852
8055;FIRST;UF;FORWARD;$$;09/05/2018;$$;CL;V;60000;27121;1627260;1625790
8055;FIRST;UF;FORWARD;$$;09/05/2018;$$;CL;V;100000;27125;2712500;2709657
8055;FIRST;UF;FORWARD;$$;09/05/2018;$$;CL;V;200000;27130;5426000;5419334
8055;FIRST;UF;FORWARD;$$;08/06/2018;$$;CL;V;200000;27193;5438600;5431366
8055;FIRST;UF;FORWARD;$$;19/07/2018;$$;CL;V;80000;27254;2180320;2177603
8055;FIRST;UF;FORWARD;$$;09/05/2018;$$;CL;V;30000;27076;812280;812868
8055;FIRST;UF;FORWARD;$$;09/11/2017;$$;CL;C;300000;27003;8100900;8038529
8055;FIRST;UF;SWAP;$$;09/04/2020;$$;CL;V;30000;26763.67;802910;821545
8055;FIRST;UF;SWAP;$$;09/04/2020;$$;CL;V;70000;26763.66;1873456;1918072
8055;FIRST;UF;SWAP;$$;09/04/2020;$$;CL;V;85000;26763.66;2274911;2331152
8055;FIRST;UF;SWAP;$$;09/04/2019;$$;CL;V;40000;26763.68;1070547;1085575
8055;FIRST;UF;SWAP;$$;09/04/2020;$$;CL;V;30000;26763.67;802910;823003
8055;FIRST;UF;SWAP;$$;11/05/2020;$$;CL;C;35000;26806.51;938228;961770
8055;FIRST;UF;SWAP;$$;11/05/2020;$$;CL;C;20000;26806.5;536130;550638
8055;FIRST;UF;SWAP;$$;11/05/2020;$$;CL;C;86000;26806.5;2305359;2370537
