Run Fondo;Nombre Fondo;FFM_6040111;FFM_6040112;FFM_6040113;FFM_6040114;FFM_6040115;FFM_6040116;FFM_6040200;FFM_6040300;FFM_6040400;FFM_6040500;FFM_6040600
8032;TARGET;PROM;FORWARD;$$;30/03/2017;$$;CL;V;675000;674.4;455220;438749
8032;TARGET;PROM;FORWARD;$$;21/04/2017;$$;CL;V;1350000;664;896400;878684
8032;TARGET;PROM;FORWARD;$$;23/05/2017;$$;CL;V;315000;644.7;203081;205422
8032;TARGET;PROM;FORWARD;$$;24/05/2017;$$;CL;V;835000;643.35;537197;544563
8032;TARGET;PROM;FORWARD;$$;29/05/2017;$$;CL;V;680000;648.85;441218;443608
8032;TARGET;PROM;FORWARD;$$;29/05/2017;$$;CL;V;680000;648.85;441218;443608
8032;TARGET;YY;FORWARD;$$;20/04/2017;$$;CL;V;36800000;5.86;215615;214297
8032;TARGET;YY;FORWARD;$$;09/05/2017;$$;CL;V;32000000;5.75;184138;186714
8032;TARGET;PROM;FORWARD;$$;18/04/2017;$$;CL;V;100000;661.95;66195;65076
8032;TARGET;PROM;FORWARD;$$;26/04/2017;$$;CL;V;1300000;658.14;855582;846398
8048;CHECK;UF;FORWARD;$$;01/09/2017;$$;CL;V;50000;26444.9;1322245;1319840
8048;CHECK;UF;FORWARD;$$;10/04/2017;$$;CL;V;25500;26348.04;671875;673118
8048;CHECK;UF;FORWARD;$$;19/04/2017;$$;CL;V;50000;26372.76;1318638;1319840
8048;CHECK;UF;FORWARD;$$;28/06/2017;$$;CL;V;40000;26429.45;1057178;1055871
8048;CHECK;UF;FORWARD;$$;21/03/2017;$$;CL;V;40000;26350.8;1054032;1055872
8048;CHECK;UF;FORWARD;$$;07/04/2017;$$;CL;V;41000;26390.51;1082011;1082267
8048;CHECK;UF;FORWARD;$$;13/07/2017;$$;CL;V;100000;26451.65;2645165;2639679
8048;CHECK;UF;FORWARD;$$;24/07/2017;$$;CL;V;150000;26461.05;3969157;3959519
8048;CHECK;UF;FORWARD;$$;14/08/2017;$$;CL;V;100000;26461.52;2646152;2639679
8055;FIRST;UF;FORWARD;$$;09/11/2017;$$;CL;V;300000;27026;8107800;8107507
8055;FIRST;UF;FORWARD;$$;13/06/2017;$$;CL;V;30000;26659;799770;800483
8055;FIRST;UF;FORWARD;$$;09/11/2017;$$;CL;C;300000;27003;8100900;8107346
