Date,BUSG Index,BUHY Index,BUSC Index,BMBS Index,CRY Index,SPX Index,BGER Index,BERC Index,BEUH Index,DAX Index,BJPN Index,BJPY Index,NKY Index,BRIT Index,BGBP Index,BGBH Index,UKX Index,BAUS Index,BAUD Index,AS51 Index,BEMS Index,BIEM Index,BEAC Index,VEIEX US Equity,BCGB Index,SHSZ300 Index
1/27/2010,-0.001402483,-0.000609636,-0.002056369,-0.00011877,-0.018871266,0.004868323,-0.000434418,0.000474009,-0.000518974,-0.004549107,0.001711635,0.001951005,-0.007114645,-0.000553803,-0.00030257,-0.004615535,-0.011316719,0.000356108,-0.000714002,-0.015658531,-0.002684592,-0.001453812,-0.000341976,-0.006118722,-0.007696932,-0.013733645
1/28/2010,0.000355745,0.000206531,-0.000108347,0.000405738,-0.004400201,-0.011888153,0.001726682,-0.000236976,0.001106168,-0.018397215,-0.00042013,-0.000219923,0.01569829,-0.004550803,-0.003598815,-0.000301966,-0.013843422,-0.002039443,-0.000982586,0.006160206,-0.002471398,-0.000722747,-0.00024434,0.001226743,-0.001812106,0.002499246
1/29/2010,0.00235855,-0.000157353,0.002950725,0.001166815,-0.007502473,-0.009877767,0.001802432,-0.000217278,-0.001135552,0.012280944,0.000810093,0.000769519,-0.020983357,0.001687898,0.001399991,-0.001764916,0.008279305,0.004864025,0.003934457,-0.022439787,0.000100175,0.000683158,-0.000215068,-0.007794911,0.00323572,-0.000753425
2/1/2010,-0.002042438,-0.000501729,-0.001582473,-0.000751352,0.008996237,0.014165355,-0.000886036,0.000296276,-0.001676315,0.008113141,-0.002121634,-0.000839505,0.000684211,0.001179836,0.000811684,-0.002354816,0.011286129,2.95862E-05,0.000790967,-0.010007011,0.000620863,-0.002060794,0.000566899,0.016745337,-0.010407347,-0.016186956
2/2/2010,0.000937869,1.96804E-05,0.001631578,0.000662406,0.019255173,0.012889515,0.000236353,0.000592288,0.002616174,0.009711326,-0.000691504,-0.000780172,0.016142372,-0.000109002,0.00052773,0.002569503,0.006818174,0.001271381,0.003787958,0.017789152,0.002050113,0.00113,0.001191395,0.006056954,0.012381233,-0.00206957
2/3/2010,-0.00264804,0.000334507,-0.002458212,-0.001335147,-0.009599721,-0.005489426,-0.002139059,-0.000315844,0.00285332,-0.006601821,-0.000631791,-0.000520453,0.003199938,0.000475558,0.001161979,0.005517215,-0.005724899,-0.001912612,-0.001497685,0.009207691,-0.00036971,-0.000654055,0.000468357,0.00361664,-0.00224066,0.026511596
2/4/2010,0.005220192,-0.000688814,0.00561551,0.002747472,-0.025869482,-0.031635816,0.005020041,0.001745761,-0.001327931,-0.024784117,-0.000521779,0.000160168,-0.004657935,0.001039496,-9.75891E-06,-0.00161212,-0.021909067,-0.000226996,-0.000907584,-0.005674539,-0.003483975,0.001664026,6.82837E-05,-0.039686124,0.003324638,-0.003694234
2/5/2010,0.00142612,-0.002917954,0.000792661,0.001577863,-0.019609222,0.002892972,0.002823753,0.000994804,-0.00427893,-0.018035461,0.001504393,0.000980471,-0.029286272,-0.000138537,-0.000966603,-0.0041393,-0.015370544,0.002789457,0.001922708,-0.023535134,-0.002912614,-0.002378028,-0.002490491,-0.01853465,0.003205635,-0.020627268
2/8/2010,3.93124E-05,-0.002926494,-0.000645824,0.000177354,0.011421664,-0.008902849,0.000107694,-0.000846999,-0.001188028,0.009251668,9.01917E-05,-0.000630192,-0.010522409,-0.003102314,-0.003277777,-0.002071203,0.006187201,-0.000246105,0.000876316,0.001615849,-0.000754645,-8.92862E-05,-0.000567332,-0.009397762,-0.001758877,-0.000665918
2/9/2010,-0.003051304,-0.002825855,-0.004620985,-0.002071088,0.013671791,0.012955814,-0.003520733,-0.000887163,-0.001740405,0.002441933,0.00060107,0.000460179,-0.001902969,-0.00222611,-0.002531721,-0.000410842,0.003823932,0.000167358,-0.000472525,-0.003611592,0.000322051,-0.00242369,-0.002802248,0.026679541,-0.000403307,0.00575998
2/10/2010,-0.002586123,-0.004737553,-0.00389188,-0.001432545,0.004178043,-0.002235056,-0.001809315,-0.000512942,0.001062302,0.006907373,0.00037048,0.000449971,0.003125114,0.003307561,0.002943256,0.000997467,0.003934081,-0.002029877,-0.000482599,0.001840661,0.001518283,-0.000646647,0.000500277,0,-0.000600343,0.01408068
