Run Fondo;Nombre Fondo;FFM_6040111;FFM_6040112;FFM_6040113;FFM_6040114;FFM_6040115;FFM_6040116;FFM_6040200;FFM_6040300;FFM_6040400;FFM_6040500;FFM_6040600
8676;RENTA BONOS CHILE;UF;FORWARD;$$;02/01/2019;$$;CL;V;30000;27424;822720;827652
8707;SELECCION GLOBAL;USD;FORWARD;$$;08/08/2018;$$;CL;V;380486;639;243131;243180
8707;SELECCION GLOBAL;USD;FORWARD;$$;08/08/2018;$$;CL;V;632514;638.2;403670;404258
8707;SELECCION GLOBAL;USD;FORWARD;$$;01/08/2018;$$;CL;V;661501;652.67;431742;422831
8707;SELECCION GLOBAL;USD;FORWARD;$$;01/08/2018;$$;CL;V;661499;653.04;431985;422830
8773;ESTRATEGIA CONSERVAD;USD;FORWARD;$$;08/08/2018;$$;CL;V;1479127;639;945162;945354
8773;ESTRATEGIA CONSERVAD;USD;FORWARD;$$;08/08/2018;$$;CL;V;2458873;638.2;1569253;1571540
8773;ESTRATEGIA CONSERVAD;USD;FORWARD;$$;01/08/2018;$$;CL;V;1973001;652.67;1287719;1261142
8773;ESTRATEGIA CONSERVAD;USD;FORWARD;$$;01/08/2018;$$;CL;V;1972999;653.04;1288447;1261141
8774;ESTRATEGIA EQUILIBRA;USD;FORWARD;$$;08/08/2018;$$;CL;V;2051923;639;1311179;1311446
8774;ESTRATEGIA EQUILIBRA;USD;FORWARD;$$;08/08/2018;$$;CL;V;3411077;638.2;2176949;2180122
8774;ESTRATEGIA EQUILIBRA;USD;FORWARD;$$;01/08/2018;$$;CL;V;2836001;652.67;1850973;1812772
8774;ESTRATEGIA EQUILIBRA;USD;FORWARD;$$;01/08/2018;$$;CL;V;2835999;653.04;1852021;1812771
8775;ESTRATEGIA ACTIVA;USD;FORWARD;$$;08/08/2018;$$;CL;V;1611715;639;1029886;1030095
8775;ESTRATEGIA ACTIVA;USD;FORWARD;$$;08/08/2018;$$;CL;V;2679285;638.2;1709920;1712411
8775;ESTRATEGIA ACTIVA;USD;FORWARD;$$;01/08/2018;$$;CL;V;2295001;652.67;1497878;1466965
8775;ESTRATEGIA ACTIVA;USD;FORWARD;$$;01/08/2018;$$;CL;V;2294999;653.04;1498726;1466963
9003;RENTA ACTIVA;UF;FORWARD;$$;02/01/2019;$$;CL;V;10000;27424;274240;275884
9084;RENTA LOCAL UF;UF;FORWARD;$$;02/01/2019;$$;CL;V;10000;27424;274240;275884
9106;RENTA CORTO PLAZO;UF;FORWARD;$$;08/01/2019;$$;CL;V;60000;27447;1646820;1655489
9106;RENTA CORTO PLAZO;UF;FORWARD;$$;01/10/2018;$$;CL;V;50000;27267;1363350;1368499
9473;MULTIACTIVO AGRESIVO;USD;FORWARD;$$;01/08/2018;$$;CL;V;41360499;653.04;27010060;26437631
9473;MULTIACTIVO AGRESIVO;USD;FORWARD;$$;08/08/2018;$$;CL;V;32313558;639;20648364;20652564
9473;MULTIACTIVO AGRESIVO;USD;FORWARD;$$;08/08/2018;$$;CL;V;53717442;638.2;34282471;34332429
9473;MULTIACTIVO AGRESIVO;USD;FORWARD;$$;01/08/2018;$$;CL;V;41360501;652.67;26994758;26437632
9474;MULTIACTIVO MODERADO;USD;FORWARD;$$;08/08/2018;$$;CL;V;4163191;639;2660279;2660820
9474;MULTIACTIVO MODERADO;USD;FORWARD;$$;08/08/2018;$$;CL;V;6920809;638.2;4416860;4423297
9474;MULTIACTIVO MODERADO;USD;FORWARD;$$;01/08/2018;$$;CL;V;5586501;652.67;3646142;3570891
9474;MULTIACTIVO MODERADO;USD;FORWARD;$$;01/08/2018;$$;CL;V;5586499;653.04;3648207;3570890
9564;MULTIACT CONSERVADOR;UF;FORWARD;$$;09/08/2018;$$;CL;C;1000;1.02;29966;29957
8363;RENTA A PLAZO;UF;FORWARD;$$;09/05/2019;UF;CL;C;250000;27854;6963500;6969057
8363;RENTA A PLAZO;UF;FORWARD;$$;09/05/2019;UF;CL;C;250000;27700;6925000;6968220
8411;RENDIMIENTO NOMINAL;UF;FORWARD;$$;09/05/2019;UF;CL;C;50000;27689;1384450;1393632
8411;RENDIMIENTO NOMINAL;UF;FORWARD;$$;08/02/2019;UF;CL;V;85000;27586;2344810;2351930
