Run Fondo;Nombre Fondo;FFM_6040111;FFM_6040112;FFM_6040113;FFM_6040114;FFM_6040115;FFM_6040116;FFM_6040200;FFM_6040300;FFM_6040400;FFM_6040500;FFM_6040600
8676;RENTA BONOS CHILE;$$;SWAP;$$;21/10/2019;$$;CL;V;2500000000;3.23;2508034;2510696
8676;RENTA BONOS CHILE;UF;FORWARD;UF;02/01/2019;$$;CL;V;30000;27424;822720;825984
8684;SELECCION LATAM;USD;FORWARD;$$;05/12/2018;$$;CL;V;102000;675.2;68870;68451
8707;SELECCION GLOBAL;USD;FORWARD;$$;05/12/2018;$$;CL;V;1078000;675.2;727866;723435
8773;ESTRATEGIA CONSERVAD;USD;FORWARD;$$;05/12/2018;$$;CL;V;3152000;675.2;2128230;2115276
8774;ESTRATEGIA EQUILIBRA;USD;FORWARD;$$;05/12/2018;$$;CL;V;4726000;675.2;3190995;3171571
8775;ESTRATEGIA ACTIVA;$$;SWAP;$$;21/10/2019;$$;CL;V;300000000;3.23;300964;301283
8775;ESTRATEGIA ACTIVA;USD;FORWARD;PROM;05/12/2018;$$;CL;V;3018000;675.2;2037754;2025350
8915;USA;USD;FORWARD;$$;05/12/2018;$$;CL;V;560000;675.2;378112;375810
8956;RENTA CORPORATIVA;$$;SWAP;$$;21/10/2019;$$;CL;V;200000000;3.23;200643;200856
9003;RENTA ACTIVA;UF;FORWARD;$$;02/01/2019;$$;CL;V;10000;27424;274240;275328
9084;RENTA LOCAL UF;$$;SWAP;$$;21/10/2019;$$;CL;V;300000000;3.23;300964;301283
9084;RENTA LOCAL UF;UF;FORWARD;$$;02/01/2019;$$;CL;V;10000;27424;274240;275328
9106;RENTA CORTO PLAZO;UF;FORWARD;$$;08/01/2019;$$;CL;V;60000;27447;1646820;1651968
9106;RENTA CORTO PLAZO;$$;SWAP;$$;21/10/2019;$$;CL;V;400000000;3.23;401285;401711
9145;RENTA NOMINAL CHILE;$$;SWAP;$$;21/10/2019;$$;CL;V;300000000;3.23;300964;301283
9145;RENTA NOMINAL CHILE;UF;FORWARD;$$;19/11/2019;$$;CL;V;24000;28260;678240;660787
9473;MULTIACTIVO AGRESIVO;USD;FORWARD;$$;05/12/2018;$$;CL;V;53885000;675.2;36383152;36161685
9474;MULTIACTIVO MODERADO;USD;FORWARD;PROM;05/12/2018;$$;CL;V;6325000;675.2;4270640;4244644
9564;MULTIACT CONSERVADOR;UF;SWAP;$$;29/11/2022;$$;CL;V;300000;.94;8259759;8259371
9564;MULTIACT CONSERVADOR;$$;SWAP;$$;27/05/2019;$$;CL;V;1500000000;2.98;15003440;15003452
9564;MULTIACT CONSERVADOR;$$;SWAP;$$;27/11/2019;$$;CL;V;1000000000;3.22;10002293;10003476
9564;MULTIACT CONSERVADOR;$$;SWAP;$$;17/10/2033;$$;CL;V;1500000000;4.39;15071771;15009176
9564;MULTIACT CONSERVADOR;$$;SWAP;$$;09/11/2033;$$;CL;V;5000000000;4.59;5142950;5008032
9564;MULTIACT CONSERVADOR;$$;SWAP;$$;21/10/2019;$$;CL;V;1000000000;3.23;1003213;1004278
9564;MULTIACT CONSERVADOR;$$;SWAP;$$;05/04/2019;$$;CL;V;500000000;2.87;502095;502100
9564;MULTIACT CONSERVADOR;UF;FORWARD;$$;03/01/2019;$$;CL;V;726000;27566;20012916;19988813
9564;MULTIACT CONSERVADOR;UF;FORWARD;$$;19/11/2019;$$;CL;V;36000;28260;1017360;991181
8363;RENTA A PLAZO;UF;FORWARD;$$;09/05/2019;UF;CL;C;250000;27700;6925000;6938916
8363;RENTA A PLAZO;UF;FORWARD;$$;07/02/2020;UF;CL;C;300000;28540;8562000;8519061
8363;RENTA A PLAZO;UF;FORWARD;$$;09/05/2019;UF;CL;C;250000;27854;6963500;6939422
8411;RENDIMIENTO NOMINAL;UF;FORWARD;$$;08/02/2019;UF;CL;V;85000;27586;2344810;2344350
8411;RENDIMIENTO NOMINAL;UF;FORWARD;$$;08/02/2019;UF;CL;C;85000;27589;2345065;2344352
8411;RENDIMIENTO NOMINAL;UF;FORWARD;$$;09/05/2019;UF;CL;C;50000;27689;1384450;1387776
8629;EUROAMERICA DOLAR;PROM;FORWARD;$$;08/01/2019;PROM;CL;C;1000000;671.14;1003;1002
8629;EUROAMERICA DOLAR;PROM;FORWARD;$$;14/01/2019;PROM;CL;C;1000000;671.39;1003;1002
8629;EUROAMERICA DOLAR;PROM;FORWARD;$$;07/01/2019;PROM;CL;C;1000000;672.78;1005;1002
8629;EUROAMERICA DOLAR;PROM;FORWARD;$$;07/01/2019;PROM;CL;C;1000000;667.7;997;1002
8629;EUROAMERICA DOLAR;PROM;FORWARD;$$;04/01/2019;PROM;CL;C;1000000;671.86;1004;1002
8629;EUROAMERICA DOLAR;PROM;FORWARD;$$;02/01/2019;PROM;CL;C;500000;668.19;499;501
8629;EUROAMERICA DOLAR;PROM;FORWARD;$$;02/01/2019;PROM;CL;C;700000;670.77;701;702
8629;EUROAMERICA DOLAR;PROM;FORWARD;$$;21/12/2018;PROM;CL;C;900000;670.38;901;902
8629;EUROAMERICA DOLAR;PROM;FORWARD;$$;03/01/2019;PROM;CL;C;600000;670.18;601;601
8629;EUROAMERICA DOLAR;PROM;FORWARD;$$;07/12/2018;PROM;CL;C;1000000;686.4;1025;1002
8629;EUROAMERICA DOLAR;PROM;FORWARD;$$;07/12/2018;PROM;CL;C;1000000;693.57;1036;1002
8629;EUROAMERICA DOLAR;PROM;FORWARD;$$;03/12/2018;PROM;CL;C;700000;686.16;717;702
8694;PROYECCION A;PROM;FORWARD;$$;04/01/2019;PROM;CL;V;2000000;699.86;1399720;1342238
8694;PROYECCION A;PROM;FORWARD;$$;03/04/2019;PROM;CL;V;3100000;605.1;1875810;2076602
8694;PROYECCION A;PROM;FORWARD;$$;21/03/2019;PROM;CL;V;3000000;611.85;1835550;2010154
8694;PROYECCION A;PROM;FORWARD;$$;19/12/2018;PROM;CL;V;6000000;609.1;3654600;4025873
8694;PROYECCION A;PROM;FORWARD;$$;22/01/2019;PROM;CL;C;4200000;674.03;2830926;2817859
8695;PROYECCION C;PROM;FORWARD;$$;04/01/2019;PROM;CL;V;2000000;699.86;1399720;1342238
8695;PROYECCION C;PROM;FORWARD;$$;03/04/2019;PROM;CL;V;3100000;605.1;1875810;2076602
8695;PROYECCION C;PROM;FORWARD;$$;21/03/2019;PROM;CL;V;3000000;611.85;1835550;2010154
8695;PROYECCION C;PROM;FORWARD;$$;19/12/2018;PROM;CL;V;6300000;609.1;3837330;4227167
8695;PROYECCION C;PROM;FORWARD;$$;22/01/2019;PROM;CL;C;4000000;674.03;2696120;2683675
8696;PROYECCION E;PROM;FORWARD;$$;19/12/2018;PROM;CL;V;3000000;681.53;2044590;2013271
8696;PROYECCION E;UF;FORWARD;$$;09/05/2019;UF;CL;C;200000;27691;5538200;5551109
8696;PROYECCION E;UF;FORWARD;$$;09/05/2019;UF;CL;C;150000;27689;4153350;4163328
8805;GESTION CONSERVADORA;PROM;FORWARD;$$;19/12/2018;PROM;CL;V;310000;618.69;191794;208008
8805;GESTION CONSERVADORA;PROM;FORWARD;$$;19/12/2018;PROM;CL;V;1700000;605.41;1029197;1140655
